question,ground_truth,contexts,evolution_type
"Theo Điều 188, trong trường hợp nào trình được áp dụng?","Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động Tranh chấp lao động cá nhân phải được giải quyết thông qua thủ tục hòa giải của hòa giải viên lao động trước khi yêu cầu Hội đồng trọng tài lao động hoặc Tòa án giải quyết, trừ các tranh chấp lao động sau đây không bắt buộc phải qua thủ tục hòa giải: - a) Về xử lý kỷ luật lao động theo hình thức sa thải hoặc về trường hợp bị đơn phương chấm dứt hợp đồng lao động; - b) Về bồi thường thiệt hại, trợ cấp khi chấm dứt hợp đồng lao động; - c) Giữa người giúp việc gia đình với người sử dụng lao động; - d) Về bảo hiểm xã hội theo quy định của pháp luật về bảo hiểm xã hội, về bảo hiểm y tế theo quy định của pháp luật về bảo hiểm y tế, về bảo hiểm thất nghiệp theo quy định của pháp luật về việc làm, về bảo hiểm tai nạn lao động, bệnh nghề nghiệp theo quy định của pháp luật về an toàn, vệ sinh lao động; - đ) Về bồi thường thiệt hại giữa người lao động với doanh nghiệp, tổ chức đưa người lao động đi làm việc ở nước ngoài theo hợp đồng; - e) Giữa người lao động thuê lại với người sử dụng lao động thuê lại. - 2.","[""Trình tự, thủ tục hòa giải tranh chấp lao động cá nhân của hòa giải viên lao động Tranh chấp lao động cá nhân phải được giải quyết thông qua thủ tục hòa giải của hòa giải viên lao động trước khi yêu cầu Hội đồng trọng tài lao động hoặc Tòa án giải quyết, trừ các tranh chấp lao động sau đây không bắt buộc phải qua thủ tục hòa giải: - a) Về xử lý kỷ luật lao động theo hình thức sa thải hoặc về trường hợp bị đơn phương ""]",reasoning
"Theo Điều 34, trong trường hợp nào trường được áp dụng?","Các trường hợp chấm dứt hợp đồng lao động Hết hạn hợp đồng lao động, trừ trường hợp quy định tại khoản 4 Điều 177 của Bộ luật này. - 2.","[""Các trường hợp chấm dứt hợp đồng lao động Hết hạn hợp đồng lao động, trừ trường hợp quy định tại khoản 4 Điều 177 của Bộ luật này. - 2. Đã hoàn thành công việc theo hợp đồng lao động. - 3. Hai bên thỏa thuận chấm dứt hợp đồng lao động. - 4. Người lao động bị kết án phạt tù nhưng không được hưởng án treo hoặc không thuộc trường hợp được trả tự do theo quy định tại khoản 5 Điều 328 của Bộ luật Tố tụng hình sự, tử hình ""]",reasoning
"Theo Điều 42, trong trường hợp nào nghĩa được áp dụng?","Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế Những trường hợp sau đây được coi là thay đổi cơ cấu, công nghệ: - a) Thay đổi cơ cấu tổ chức, tổ chức lại lao động; - b) Thay đổi quy trình, công nghệ, máy móc, thiết bị sản xuất, kinh doanh gắn với ngành, nghề sản xuất, kinh doanh của người sử dụng lao động; - c) Thay đổi sản phẩm hoặc cơ cấu sản phẩm. - 2.","[""Nghĩa vụ của người sử dụng lao động trong trường hợp thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế Những trường hợp sau đây được coi là thay đổi cơ cấu, công nghệ: - a) Thay đổi cơ cấu tổ chức, tổ chức lại lao động; - b) Thay đổi quy trình, công nghệ, máy móc, thiết bị sản xuất, kinh doanh gắn với ngành, nghề sản xuất, kinh doanh của người sử dụng lao động; - c) Thay đổi sản phẩm hoặc cơ cấu sản phẩm. - 2. Những t""]",reasoning
"Theo Điều 113, quy định cụ thể về nghỉ là bao nhiêu hoặc như thế nào?","Nghỉ hằng năm Người lao động làm việc đủ 12 tháng cho một người sử dụng lao động thì được nghi hằng năm, hưởng nguyên lương theo hợp đồng lao động như sau: - a) 12 ngày làm việc đối với người làm công việc trong điều kiện bình thường; - b) 14 ngày làm việc đối với người lao động chưa thành niên, lao động là người khuyết tật, người làm nghề, công việc nặng nhọc, độc hại, nguy hiểm; - c) 16 ngày làm việc đối với người làm nghề, công việc đặc biệt nặng nhọc, độc hại, nguy hiểm. - 2.","[""Nghỉ hằng năm Người lao động làm việc đủ 12 tháng cho một người sử dụng lao động thì được nghi hằng năm, hưởng nguyên lương theo hợp đồng lao động như sau: - a) 12 ngày làm việc đối với người làm công việc trong điều kiện bình thường; - b) 14 ngày làm việc đối với người lao động chưa thành niên, lao động là người khuyết tật, người làm nghề, công việc nặng nhọc, độc hại, nguy hiểm; - c) 16 ngày làm việc đối với người ""]",reasoning
"Theo Điều 112, trong trường hợp nào nghỉ được áp dụng?","Nghỉ lễ, tết Người lao động được nghi làm việc, hưởng nguyên lương trong những ngày lễ, tết sau đây: - a) Tết Dương lịch: 01 ngày (ngày 01 tháng 01 dương lịch); - b) Tết Âm lịch: 05 ngày; Ngày Chiến thắng: 01 ngày (ngày 30 tháng 4 dương lịch); - d) Ngày Quốc tế lao động: 01 ngày (ngày 01 tháng 5 dương lịch); - đ) Quốc khánh: 02 ngày (ngày 02 tháng 9 dương lịch và 01 ngày liền kề trước hoặc sau); - e) Ngày Giỗ Tổ Hùng Vương: 01 ngày (ngày 10 tháng 3 âm lịch). - 2.","[""Nghỉ lễ, tết Người lao động được nghi làm việc, hưởng nguyên lương trong những ngày lễ, tết sau đây: - a) Tết Dương lịch: 01 ngày (ngày 01 tháng 01 dương lịch); - b) Tết Âm lịch: 05 ngày; Ngày Chiến thắng: 01 ngày (ngày 30 tháng 4 dương lịch); - d) Ngày Quốc tế lao động: 01 ngày (ngày 01 tháng 5 dương lịch); - đ) Quốc khánh: 02 ngày (ngày 02 tháng 9 dương lịch và 01 ngày liền kề trước hoặc sau); - e) Ngày Giỗ Tổ Hùng""]",reasoning
Điều 1 (Phạm vi điều chỉnh) và Điều 2 (Đối tượng áp dụng) cùng làm rõ nội dung gì trong chương này?,"Điều 1: Phạm vi điều chỉnh Bộ luật Lao động quy định tiêu chuẩn lao động; quyền, nghĩa vụ, trách nhiệm của người lao động, người sử dụng lao động, tổ chức đại diện người lao động tại cơ sở, tổ chức đại diện người sử dụng lao động trong quan hệ lao động và các quan hệ khác liên quan trực tiếp đến quan hệ lao động; quản lý nhà nước về lao động.; Điều 2: Đối tượng áp dụng Người lao động, người học nghề, người tập nghề và người làm việc không có quan hệ lao động.","[""Phạm vi điều chỉnh Bộ luật Lao động quy định tiêu chuẩn lao động; quyền, nghĩa vụ, trách nhiệm của người lao động, người sử dụng lao động, tổ chức đại diện người lao động tại cơ sở, tổ chức đại diện người sử dụng lao động trong quan hệ lao động và các quan hệ khác liên quan trực tiếp đến quan hệ lao động; quản lý nhà nước về lao động."", ""Đối tượng áp dụng Người lao động, người học nghề, người tập nghề và người làm việc không có quan hệ lao động. - 2. Người sử dụng lao động. - 3. Người lao động nước ngoài làm việc tại Việt Nam. - 4. Cơ quan, tổ chức, cá nhân khác có liên quan trực tiếp đến quan hệ lao động.""]",multi_context
Điều 2 (Đối tượng áp dụng) và Điều 3 (Giải thích từ ngữ) cùng làm rõ nội dung gì trong chương này?,"Điều 2: Đối tượng áp dụng Người lao động, người học nghề, người tập nghề và người làm việc không có quan hệ lao động.; Điều 3: Giải thích từ ngữ Trong Bộ luật này, các từ ngữ dưới đây được hiểu như sau: Người lao động là người làm việc cho người sử dụng lao động theo thỏa thuận, được trả lương và chịu sự quản lý, điều hành, giám sát của người sử dụng lao động.","[""Đối tượng áp dụng Người lao động, người học nghề, người tập nghề và người làm việc không có quan hệ lao động. - 2. Người sử dụng lao động. - 3. Người lao động nước ngoài làm việc tại Việt Nam. - 4. Cơ quan, tổ chức, cá nhân khác có liên quan trực tiếp đến quan hệ lao động."", ""Giải thích từ ngữ Trong Bộ luật này, các từ ngữ dưới đây được hiểu như sau: Người lao động là người làm việc cho người sử dụng lao động theo thỏa thuận, được trả lương và chịu sự quản lý, điều hành, giám sát của người sử dụng lao động. Độ tuổi lao động tối thiểu của người lao động là đủ 15 tuổi, trừ trường hợp quy định tại Mục 1 Chương XI của Bộ luật này. Người sử dụng lao động là doanh nghiệp, cơ quan, tổ chức, hợp ""]",multi_context
Điều 3 (Giải thích từ ngữ) và Điều 4 (Chính sách của Nhà nước về lao động) cùng làm rõ nội dung gì trong chương này?,"Điều 3: Giải thích từ ngữ Trong Bộ luật này, các từ ngữ dưới đây được hiểu như sau: Người lao động là người làm việc cho người sử dụng lao động theo thỏa thuận, được trả lương và chịu sự quản lý, điều hành, giám sát của người sử dụng lao động.; Điều 4: Chính sách của Nhà nước về lao động Bảo đảm quyền và lợi ích hợp pháp, chính đáng của người lao động, người làm việc không có quan hệ lao động; khuyến khích những thỏa thuận bảo đảm cho người lao động có điều kiện thuận lợi hơn so với quy định của pháp luật về lao động.","[""Giải thích từ ngữ Trong Bộ luật này, các từ ngữ dưới đây được hiểu như sau: Người lao động là người làm việc cho người sử dụng lao động theo thỏa thuận, được trả lương và chịu sự quản lý, điều hành, giám sát của người sử dụng lao động. Độ tuổi lao động tối thiểu của người lao động là đủ 15 tuổi, trừ trường hợp quy định tại Mục 1 Chương XI của Bộ luật này. Người sử dụng lao động là doanh nghiệp, cơ quan, tổ chức, hợp "", ""Chính sách của Nhà nước về lao động Bảo đảm quyền và lợi ích hợp pháp, chính đáng của người lao động, người làm việc không có quan hệ lao động; khuyến khích những thỏa thuận bảo đảm cho người lao động có điều kiện thuận lợi hơn so với quy định của pháp luật về lao động. - 2. Bảo đảm quyền và lợi ích hợp pháp của người sử dụng lao động, quản lý lao động đúng pháp luật, dân chủ, công bằng, văn minh và nâng cao trách nh""]",multi_context
So sánh nội dung quy định của Điều 4 (Chính sách của Nhà nước về lao động) và Điều 5 (Quyền và nghĩa vụ của người lao động) về quyền và nghĩa vụ liên quan.,"Điều 4: Chính sách của Nhà nước về lao động Bảo đảm quyền và lợi ích hợp pháp, chính đáng của người lao động, người làm việc không có quan hệ lao động; khuyến khích những thỏa thuận bảo đảm cho người lao động có điều kiện thuận lợi hơn so với quy định của pháp luật về lao động.; Điều 5: Quyền và nghĩa vụ của người lao động Người lao động có các quyền sau đây: - a) Làm việc; tự do lựa chọn việc làm, nơi làm việc, nghề nghiệp, học nghề, nâng cao trình độ nghề nghiệp; không bị phân biệt đối xử, cưỡng bức lao động, quấy rối tình dục tại nơi làm việc; - b) Hưởng lương phù hợp với trình độ, kỹ năng nghề trên cơ sở thỏa thuận với người sử dụng lao động; được bảo hộ lao động, làm việc trong điều kiện bảo đảm về an toàn, vệ sinh lao động; nghỉ theo chế độ, nghỉ hằng năm có hưởng lương và được hưởng phúc lợi tập thể; - c) Thành lập, gia nhập, hoạt động trong tổ chức đại diện người lao động, tổ chức nghề nghiệp và tổ chức khác theo quy định của pháp luật; yêu cầu và tham gia đối thoại, thực hiện quy chế dân chủ, thương lượng tập thể với người sử dụng lao động và được tham vấn tại nơi làm việc để bảo vệ quyền và lợi ích hợp pháp, chính đáng của mình; tham gia quản lý theo nội quy của người sử dụng lao động; - d) Từ chối làm việc nếu có nguy cơ rõ ràng đe dọa trực tiếp đến tính mạng, sức khỏe trong quá trình thực hiện công việc; - đ) Đơn phương chấm dứt hợp đồng lao động; - e) Đình công; - g) Các quyền khác theo quy định của pháp luật.","[""Chính sách của Nhà nước về lao động Bảo đảm quyền và lợi ích hợp pháp, chính đáng của người lao động, người làm việc không có quan hệ lao động; khuyến khích những thỏa thuận bảo đảm cho người lao động có điều kiện thuận lợi hơn so với quy định của pháp luật về lao động. - 2. Bảo đảm quyền và lợi ích hợp pháp của người sử dụng lao động, quản lý lao động đúng pháp luật, dân chủ, công bằng, văn minh và nâng cao trách nh"", ""Quyền và nghĩa vụ của người lao động Người lao động có các quyền sau đây: - a) Làm việc; tự do lựa chọn việc làm, nơi làm việc, nghề nghiệp, học nghề, nâng cao trình độ nghề nghiệp; không bị phân biệt đối xử, cưỡng bức lao động, quấy rối tình dục tại nơi làm việc; - b) Hưởng lương phù hợp với trình độ, kỹ năng nghề trên cơ sở thỏa thuận với người sử dụng lao động; được bảo hộ lao động, làm việc trong điều kiện bảo đả""]",multi_context
So sánh nội dung quy định của Điều 5 (Quyền và nghĩa vụ của người lao động) và Điều 6 (Quyền và nghĩa vụ của người sử dụng lao động) về quyền và nghĩa vụ liên quan.,"Điều 5: Quyền và nghĩa vụ của người lao động Người lao động có các quyền sau đây: - a) Làm việc; tự do lựa chọn việc làm, nơi làm việc, nghề nghiệp, học nghề, nâng cao trình độ nghề nghiệp; không bị phân biệt đối xử, cưỡng bức lao động, quấy rối tình dục tại nơi làm việc; - b) Hưởng lương phù hợp với trình độ, kỹ năng nghề trên cơ sở thỏa thuận với người sử dụng lao động; được bảo hộ lao động, làm việc trong điều kiện bảo đảm về an toàn, vệ sinh lao động; nghỉ theo chế độ, nghỉ hằng năm có hưởng lương và được hưởng phúc lợi tập thể; - c) Thành lập, gia nhập, hoạt động trong tổ chức đại diện người lao động, tổ chức nghề nghiệp và tổ chức khác theo quy định của pháp luật; yêu cầu và tham gia đối thoại, thực hiện quy chế dân chủ, thương lượng tập thể với người sử dụng lao động và được tham vấn tại nơi làm việc để bảo vệ quyền và lợi ích hợp pháp, chính đáng của mình; tham gia quản lý theo nội quy của người sử dụng lao động; - d) Từ chối làm việc nếu có nguy cơ rõ ràng đe dọa trực tiếp đến tính mạng, sức khỏe trong quá trình thực hiện công việc; - đ) Đơn phương chấm dứt hợp đồng lao động; - e) Đình công; - g) Các quyền khác theo quy định của pháp luật.; Điều 6: Quyền và nghĩa vụ của người sử dụng lao động VIỆC LÀM, TUYỂN DỤNG VÀ QUẢN LÝ LAO ĐỘNG Người sử dụng lao động có các quyền sau đây: - a) Tuyển dụng, bố trí, quản lý, điều hành, giám sát lao động; khen thưởng và xử lý vi phạm kỷ luật lao động; - b) Thành lập, gia nhập, hoạt động trong tổ chức đại diện người sử dụng lao động, tổ chức nghề nghiệp và tổ chức khác theo quy định của pháp luật; - c) Yêu cầu tổ chức đại diện người lao động thương lượng với mục đích ký kết thỏa ước lao động tập thể; tham gia giải quyết tranh chấp lao động, đình công; đối thoại, trao đổi với tổ chức đại diện người lao động về các vấn đề trong quan hệ lao động, cải thiện đời sống vật chất và tinh thần của người lao động; - d) Đóng cửa tạm thời nơi làm việc; - đ) Các quyền khác theo quy định của pháp luật.","[""Quyền và nghĩa vụ của người lao động Người lao động có các quyền sau đây: - a) Làm việc; tự do lựa chọn việc làm, nơi làm việc, nghề nghiệp, học nghề, nâng cao trình độ nghề nghiệp; không bị phân biệt đối xử, cưỡng bức lao động, quấy rối tình dục tại nơi làm việc; - b) Hưởng lương phù hợp với trình độ, kỹ năng nghề trên cơ sở thỏa thuận với người sử dụng lao động; được bảo hộ lao động, làm việc trong điều kiện bảo đả"", ""Quyền và nghĩa vụ của người sử dụng lao động VIỆC LÀM, TUYỂN DỤNG VÀ QUẢN LÝ LAO ĐỘNG Người sử dụng lao động có các quyền sau đây: - a) Tuyển dụng, bố trí, quản lý, điều hành, giám sát lao động; khen thưởng và xử lý vi phạm kỷ luật lao động; - b) Thành lập, gia nhập, hoạt động trong tổ chức đại diện người sử dụng lao động, tổ chức nghề nghiệp và tổ chức khác theo quy định của pháp luật; - c) Yêu cầu tổ chức đại diện ""]",multi_context
So sánh nội dung quy định của Điều 6 (Quyền và nghĩa vụ của người sử dụng lao động) và Điều 7 (Xây dựng quan hệ lao động) về quyền và nghĩa vụ liên quan.,"Điều 6: Quyền và nghĩa vụ của người sử dụng lao động VIỆC LÀM, TUYỂN DỤNG VÀ QUẢN LÝ LAO ĐỘNG Người sử dụng lao động có các quyền sau đây: - a) Tuyển dụng, bố trí, quản lý, điều hành, giám sát lao động; khen thưởng và xử lý vi phạm kỷ luật lao động; - b) Thành lập, gia nhập, hoạt động trong tổ chức đại diện người sử dụng lao động, tổ chức nghề nghiệp và tổ chức khác theo quy định của pháp luật; - c) Yêu cầu tổ chức đại diện người lao động thương lượng với mục đích ký kết thỏa ước lao động tập thể; tham gia giải quyết tranh chấp lao động, đình công; đối thoại, trao đổi với tổ chức đại diện người lao động về các vấn đề trong quan hệ lao động, cải thiện đời sống vật chất và tinh thần của người lao động; - d) Đóng cửa tạm thời nơi làm việc; - đ) Các quyền khác theo quy định của pháp luật.; Điều 7: Xây dựng quan hệ lao động Quan hệ lao động được xác lập qua đối thoại, thương lượng, thỏa thuận theo nguyên tắc tự nguyện, thiện chí, bình đẳng, hợp tác, tôn trọng quyền và lợi ích hợp pháp của nhau.","[""Quyền và nghĩa vụ của người sử dụng lao động VIỆC LÀM, TUYỂN DỤNG VÀ QUẢN LÝ LAO ĐỘNG Người sử dụng lao động có các quyền sau đây: - a) Tuyển dụng, bố trí, quản lý, điều hành, giám sát lao động; khen thưởng và xử lý vi phạm kỷ luật lao động; - b) Thành lập, gia nhập, hoạt động trong tổ chức đại diện người sử dụng lao động, tổ chức nghề nghiệp và tổ chức khác theo quy định của pháp luật; - c) Yêu cầu tổ chức đại diện "", ""Xây dựng quan hệ lao động Quan hệ lao động được xác lập qua đối thoại, thương lượng, thỏa thuận theo nguyên tắc tự nguyện, thiện chí, bình đẳng, hợp tác, tôn trọng quyền và lợi ích hợp pháp của nhau. - 2. Người sử dụng lao động, tổ chức đại diện người sử dụng lao động và người lao động, tổ chức đại diện người lao động xây dựng quan hệ lao động tiến bộ, hài hòa và ổn định với sự hỗ trợ của cơ quan nhà nước có thẩm quy""]",multi_context
Điều 7 (Xây dựng quan hệ lao động) và Điều 8 (Các hành vi bị nghiêm cấm trong lĩnh vực lao động) cùng làm rõ nội dung gì trong chương này?,"Điều 7: Xây dựng quan hệ lao động Quan hệ lao động được xác lập qua đối thoại, thương lượng, thỏa thuận theo nguyên tắc tự nguyện, thiện chí, bình đẳng, hợp tác, tôn trọng quyền và lợi ích hợp pháp của nhau.; Điều 8: Các hành vi bị nghiêm cấm trong lĩnh vực lao động Phân biệt đối xử trong lao động.","[""Xây dựng quan hệ lao động Quan hệ lao động được xác lập qua đối thoại, thương lượng, thỏa thuận theo nguyên tắc tự nguyện, thiện chí, bình đẳng, hợp tác, tôn trọng quyền và lợi ích hợp pháp của nhau. - 2. Người sử dụng lao động, tổ chức đại diện người sử dụng lao động và người lao động, tổ chức đại diện người lao động xây dựng quan hệ lao động tiến bộ, hài hòa và ổn định với sự hỗ trợ của cơ quan nhà nước có thẩm quy"", ""Các hành vi bị nghiêm cấm trong lĩnh vực lao động Phân biệt đối xử trong lao động. - 2. Ngược đãi người lao động, cưỡng bức lao động. - 3. Quấy rối tình dục tại nơi làm việc. - 4. Lợi dụng danh nghĩa dạy nghề, tập nghề để trục lợi, bóc lột sức lao động hoặc lôi kéo, dụ dỗ, ép buộc người học nghề, người tập nghề vào hoạt động trái pháp luật. - 5. Sử dụng lao động chưa qua đào tạo hoặc chưa có chứng chỉ kỹ năng nghề qu""]",multi_context
"Điều 8 (Các hành vi bị nghiêm cấm trong lĩnh vực lao động) và Điều 9 (Việc làm, giải quyết việc làm) cùng làm rõ nội dung gì trong chương này?","Điều 8: Các hành vi bị nghiêm cấm trong lĩnh vực lao động Phân biệt đối xử trong lao động.; Điều 9: Việc làm, giải quyết việc làm Việc làm là hoạt động lao động tạo ra thu nhập mà pháp luật không cấm.","[""Các hành vi bị nghiêm cấm trong lĩnh vực lao động Phân biệt đối xử trong lao động. - 2. Ngược đãi người lao động, cưỡng bức lao động. - 3. Quấy rối tình dục tại nơi làm việc. - 4. Lợi dụng danh nghĩa dạy nghề, tập nghề để trục lợi, bóc lột sức lao động hoặc lôi kéo, dụ dỗ, ép buộc người học nghề, người tập nghề vào hoạt động trái pháp luật. - 5. Sử dụng lao động chưa qua đào tạo hoặc chưa có chứng chỉ kỹ năng nghề qu"", ""Việc làm, giải quyết việc làm Việc làm là hoạt động lao động tạo ra thu nhập mà pháp luật không cấm. - 2. Nhà nước, người sử dụng lao động và xã hội có trách nhiệm tham gia giải quyết việc làm, bảo đảm cho mọi người có khả năng lao động đều có cơ hội có việc làm.""]",multi_context
"So sánh nội dung quy định của Điều 9 (Việc làm, giải quyết việc làm) và Điều 10 (Quyền làm việc của người lao động) về quyền và nghĩa vụ liên quan.","Điều 9: Việc làm, giải quyết việc làm Việc làm là hoạt động lao động tạo ra thu nhập mà pháp luật không cấm.; Điều 10: Quyền làm việc của người lao động Được tự do lựa chọn việc làm, làm việc cho bất kỳ người sử dụng lao động nào và ở bất kỳ nơi nào mà pháp luật không cấm.","[""Việc làm, giải quyết việc làm Việc làm là hoạt động lao động tạo ra thu nhập mà pháp luật không cấm. - 2. Nhà nước, người sử dụng lao động và xã hội có trách nhiệm tham gia giải quyết việc làm, bảo đảm cho mọi người có khả năng lao động đều có cơ hội có việc làm."", ""Quyền làm việc của người lao động Được tự do lựa chọn việc làm, làm việc cho bất kỳ người sử dụng lao động nào và ở bất kỳ nơi nào mà pháp luật không cấm. - 2. Trực tiếp liên hệ với người sử dụng lao động hoặc thông qua tổ chức dịch vụ việc làm để tìm kiếm việc làm theo nguyện vọng, khả năng, trình độ nghiệp và sức khỏe của mình.""]",multi_context
So sánh nội dung quy định của Điều 10 (Quyền làm việc của người lao động) và Điều 11 (Tuyển dụng lao động) về quyền và nghĩa vụ liên quan.,"Điều 10: Quyền làm việc của người lao động Được tự do lựa chọn việc làm, làm việc cho bất kỳ người sử dụng lao động nào và ở bất kỳ nơi nào mà pháp luật không cấm.; Điều 11: Tuyển dụng lao động Người sử dụng lao động có quyền trực tiếp hoặc thông qua tổ chức dịch vụ việc làm, doanh nghiệp hoạt động cho thuê lại lao động để tuyển dụng lao động theo nhu cầu của người sử dụng lao động.","[""Quyền làm việc của người lao động Được tự do lựa chọn việc làm, làm việc cho bất kỳ người sử dụng lao động nào và ở bất kỳ nơi nào mà pháp luật không cấm. - 2. Trực tiếp liên hệ với người sử dụng lao động hoặc thông qua tổ chức dịch vụ việc làm để tìm kiếm việc làm theo nguyện vọng, khả năng, trình độ nghiệp và sức khỏe của mình."", ""Tuyển dụng lao động Người sử dụng lao động có quyền trực tiếp hoặc thông qua tổ chức dịch vụ việc làm, doanh nghiệp hoạt động cho thuê lại lao động để tuyển dụng lao động theo nhu cầu của người sử dụng lao động. - 2. Người lao động không phải trả chi phí cho việc tuyển dụng lao động.""]",multi_context
Điều 11 (Tuyển dụng lao động) và Điều 12 (Trách nhiệm quản lý lao động của người sử dụng lao động) cùng làm rõ nội dung gì trong chương này?,"Điều 11: Tuyển dụng lao động Người sử dụng lao động có quyền trực tiếp hoặc thông qua tổ chức dịch vụ việc làm, doanh nghiệp hoạt động cho thuê lại lao động để tuyển dụng lao động theo nhu cầu của người sử dụng lao động.; Điều 12: Trách nhiệm quản lý lao động của người sử dụng lao động Lập, cập nhật, quản lý, sử dụng sổ quản lý lao động bằng bản giấy hoặc bản điện tử và xuất trình khi cơ quan nhà nước có thẩm quyền yêu cầu.","[""Tuyển dụng lao động Người sử dụng lao động có quyền trực tiếp hoặc thông qua tổ chức dịch vụ việc làm, doanh nghiệp hoạt động cho thuê lại lao động để tuyển dụng lao động theo nhu cầu của người sử dụng lao động. - 2. Người lao động không phải trả chi phí cho việc tuyển dụng lao động."", ""Trách nhiệm quản lý lao động của người sử dụng lao động Lập, cập nhật, quản lý, sử dụng sổ quản lý lao động bằng bản giấy hoặc bản điện tử và xuất trình khi cơ quan nhà nước có thẩm quyền yêu cầu. - 2. Khai trình việc sử dụng lao động trong thời hạn 30 ngày kể từ ngày bắt đầu hoạt động, định kỳ báo cáo tình hình thay đổi về lao động trong quá trình hoạt động với cơ quan chuyên môn về lao động thuộc Ủy ban nhân dân cấ""]",multi_context
Điều 12 (Trách nhiệm quản lý lao động của người sử dụng lao động) và Điều 13 (Hợp đồng lao động) cùng làm rõ nội dung gì trong chương này?,"Điều 12: Trách nhiệm quản lý lao động của người sử dụng lao động Lập, cập nhật, quản lý, sử dụng sổ quản lý lao động bằng bản giấy hoặc bản điện tử và xuất trình khi cơ quan nhà nước có thẩm quyền yêu cầu.; Điều 13: Hợp đồng lao động Hợp đồng lao động là sự thỏa thuận giữa người lao động và người sử dụng lao động về việc làm có trả công, tiền lương, điều kiện lao động, quyền và nghĩa vụ của mỗi bên trong quan hệ lao động.","[""Trách nhiệm quản lý lao động của người sử dụng lao động Lập, cập nhật, quản lý, sử dụng sổ quản lý lao động bằng bản giấy hoặc bản điện tử và xuất trình khi cơ quan nhà nước có thẩm quyền yêu cầu. - 2. Khai trình việc sử dụng lao động trong thời hạn 30 ngày kể từ ngày bắt đầu hoạt động, định kỳ báo cáo tình hình thay đổi về lao động trong quá trình hoạt động với cơ quan chuyên môn về lao động thuộc Ủy ban nhân dân cấ"", ""Hợp đồng lao động Hợp đồng lao động là sự thỏa thuận giữa người lao động và người sử dụng lao động về việc làm có trả công, tiền lương, điều kiện lao động, quyền và nghĩa vụ của mỗi bên trong quan hệ lao động. Trường hợp hai bên thỏa thuận bằng tên gọi khác nhưng có nội dung thể hiện về việc làm có trả công, tiền lương và sự quản lý, điều hành, giám sát của một bên thì được coi là hợp đồng lao động. Trước khi nhận ng""]",multi_context
Điều 13 (Hợp đồng lao động) và Điều 14 (Hình thức hợp đồng lao động) cùng làm rõ nội dung gì trong chương này?,"Điều 13: Hợp đồng lao động Hợp đồng lao động là sự thỏa thuận giữa người lao động và người sử dụng lao động về việc làm có trả công, tiền lương, điều kiện lao động, quyền và nghĩa vụ của mỗi bên trong quan hệ lao động.; Điều 14: Hình thức hợp đồng lao động Hợp đồng lao động phải được giao kết bằng văn bản và được làm thành 02 bản, người lao động giữ 01 bản, người sử dụng lao động giữ 01 bản, trừ trường hợp quy định tại khoản 2 Điều này.","[""Hợp đồng lao động Hợp đồng lao động là sự thỏa thuận giữa người lao động và người sử dụng lao động về việc làm có trả công, tiền lương, điều kiện lao động, quyền và nghĩa vụ của mỗi bên trong quan hệ lao động. Trường hợp hai bên thỏa thuận bằng tên gọi khác nhưng có nội dung thể hiện về việc làm có trả công, tiền lương và sự quản lý, điều hành, giám sát của một bên thì được coi là hợp đồng lao động. Trước khi nhận ng"", ""Hình thức hợp đồng lao động Hợp đồng lao động phải được giao kết bằng văn bản và được làm thành 02 bản, người lao động giữ 01 bản, người sử dụng lao động giữ 01 bản, trừ trường hợp quy định tại khoản 2 Điều này. Hợp đồng lao động được giao kết thông qua phương tiện điện tử dưới hình thức thông điệp dữ liệu theo quy định của pháp luật về giao dịch điện tử có giá trị như hợp đồng lao động bằng văn bản. Hai bên có thể g""]",multi_context
